label,subject_id,file,start,group_id,y
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,0,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,13,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,26,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,39,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,52,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,65,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,78,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,91,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,104,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,117,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,130,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,143,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,156,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,169,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,182,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,195,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,208,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,221,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,234,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,247,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,260,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,273,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,286,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,299,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,312,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,325,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,338,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,351,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,364,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,377,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,390,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,403,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,416,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,429,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,442,participant_1,0
carioca_left,participant_1,participant_1/carioca_left_2020-07-21--19-35-00.json,455,participant_1,0
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,0,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,13,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,26,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,39,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,52,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,65,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,78,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,91,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,104,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,117,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,130,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,143,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,156,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,169,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,182,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,195,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,208,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,221,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,234,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,247,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,260,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,273,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,286,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,299,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,312,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,325,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,338,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,351,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,364,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,377,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,390,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,403,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,416,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,429,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,442,participant_1,1
carioca_right,participant_1,participant_1/carioca_right_2020-07-21--19-34-39.json,455,participant_1,1
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,0,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,13,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,26,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,39,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,52,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,65,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,78,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,91,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,104,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,117,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,130,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,143,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,156,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,169,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,182,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,195,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,208,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,221,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,234,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,247,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,260,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,273,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,286,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,299,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,312,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,325,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,338,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,351,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,364,participant_1,2
heel_to_butt,participant_1,participant_1/heel_to_butt_2020-07-21--19-35-51.json,377,participant_1,2
